Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds),Avg. Duration of a Returning Visit (in sec),Avg. Actions per Returning Visit,Bounce Rate for Returning Visits,Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit
2016-10-12,3,3,0,4,2,2,21,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,3,2.36s,67%,1.3,00:00:07,00:00:00,0,0%,,,,,,,,,
2016-10-13,5,5,0,39,19,2,1329,0,0,0,0%,0,0,0,0%,39,18,0,0,0,0,0,0,38,1.58s,40%,7.8,00:04:26,00:00:00,0,0%,,,,,,,,,
2016-10-14,1,1,0,3,3,0,33,0,0,0,0%,0,0,0,0%,3,2,0,0,0,0,0,0,3,2.12s,0%,3,00:00:33,00:00:00,0,0%,,,,,,,,,
2016-10-15,2,2,0,6,5,1,367,0,0,0,0%,0,0,0,0%,6,4,0,0,0,0,0,0,6,1.95s,50%,3,00:03:04,00:00:00,0,0%,,,,,,,,,
2016-10-16,1,1,0,2,2,0,131,0,0,0,0%,0,0,0,0%,2,1,0,0,0,0,0,0,2,9.26s,0%,2,00:02:11,00:00:00,0,0%,,,,,,,,,
2016-10-17,2,2,0,3,2,1,25,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,6.68s,50%,1.5,00:00:13,00:00:00,0,0%,,,,,,,,,
2016-10-19,4,4,0,4,1,4,0,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,5.58s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-10-20,3,3,0,31,16,0,1447,0,0,0,0%,0,0,0,0%,31,21,0,0,0,0,0,0,31,3.26s,0%,10.3,00:08:02,00:00:00,0,0%,,,,,,,,,
2016-10-21,2,2,0,11,7,0,744,0,0,0,0%,0,0,0,0%,11,7,0,0,0,0,0,0,11,6.03s,0%,5.5,00:06:12,00:00:00,0,0%,,,,,,,,,
2016-10-23,2,3,0,132,122,1,4119,0,0,0,0%,0,0,0,0%,126,43,0,0,6,1,0,0,126,1.24s,33%,44,00:22:53,00:01:19,9,0%,1,9,1,0,9,0,0,0,0%
2016-10-24,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,22.31s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-10-26,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,7.36s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-10-27,3,3,0,6,4,2,104,0,0,0,0%,0,0,0,0%,6,5,0,0,0,0,0,0,6,12.43s,67%,2,00:00:35,00:00:00,0,0%,,,,,,,,,
2016-10-28,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,1.98s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-10-29,2,2,0,22,21,1,255,0,0,0,0%,0,0,0,0%,22,9,0,0,0,0,0,0,22,3.65s,50%,11,00:02:08,00:00:00,0,0%,,,,,,,,,
2016-10-31,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,2.1s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-01,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,18.18s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-02,2,2,0,8,7,1,314,0,0,0,0%,0,0,0,0%,7,6,1,1,0,0,0,0,7,3.83s,50%,4,00:02:37,00:00:00,0,0%,,,,,,,,,
2016-11-04,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,19.17s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-05,1,1,0,3,3,0,279,0,0,0,0%,0,0,0,0%,3,1,0,0,0,0,0,0,3,15.64s,0%,3,00:04:39,00:00:00,0,0%,,,,,,,,,
2016-11-07,4,4,0,4,1,4,0,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,5.83s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-08,2,2,0,5,4,1,108,0,0,0,0%,0,0,0,0%,5,4,0,0,0,0,0,0,5,7.93s,50%,2.5,00:00:54,00:01:48,4,0%,1,4,1,0,4,0,0,0,0%
2016-11-09,2,3,0,4,2,2,91,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,8.05s,67%,1.3,00:00:30,00:00:00,0,0%,,,,,,,,,
2016-11-10,2,2,0,16,15,1,256,0,0,0,0%,0,0,0,0%,16,8,0,0,0,0,0,0,16,0.83s,50%,8,00:02:08,00:00:00,0,0%,,,,,,,,,
2016-11-11,4,4,0,6,3,3,284,0,0,0,0%,0,0,0,0%,5,4,0,0,1,1,0,0,4,7.55s,75%,1.5,00:01:11,00:00:00,0,0%,,,,,,,,,
2016-11-12,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,12.71s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-13,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,2.57s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-19,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,19.55s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-20,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,1.78s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-21,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,23.08s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-22,4,4,0,4,1,4,0,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,3.6s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-23,2,2,0,24,23,1,1484,0,0,0,0%,0,0,0,0%,24,11,0,0,0,0,0,0,24,2.52s,50%,12,00:12:22,00:00:00,0,0%,,,,,,,,,
2016-11-24,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,5.99s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-25,3,4,0,4,1,4,0,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,8.05s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-26,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,11.12s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-27,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,13.42s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-28,4,4,0,13,10,3,115,0,0,0,0%,0,0,0,0%,13,7,0,0,0,0,0,0,11,4.76s,75%,3.3,00:00:29,00:00:00,0,0%,,,,,,,,,
2016-11-29,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,2.43s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-11-30,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,39s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-12-02,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,11.35s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-12-05,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,1.22s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-12-06,2,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,9.1s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-12-08,3,3,0,5,2,1,176,0,0,0,0%,0,0,0,0%,5,5,0,0,0,0,0,0,5,14.21s,33%,1.7,00:00:59,00:00:00,0,0%,,,,,,,,,
2016-12-09,5,6,0,12,5,4,816,0,0,0,0%,0,0,0,0%,12,9,0,0,0,0,0,0,12,4.77s,67%,2,00:02:16,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-12-10,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,5.3s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-12-13,5,5,0,6,2,4,17,0,0,0,0%,0,0,0,0%,6,5,0,0,0,0,0,0,6,4.09s,80%,1.2,00:00:03,00:00:09,1.5,50%,2,3,2,0,2,0,0,0,0%
2016-12-14,3,3,0,15,13,2,371,0,0,0,0%,0,0,0,0%,14,7,0,0,1,1,0,0,13,3.52s,67%,5,00:02:04,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-12-15,2,2,0,3,2,1,46,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,14.59s,50%,1.5,00:00:23,00:00:00,0,0%,,,,,,,,,
2016-12-16,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,27.38s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-12-18,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,22.28s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-12-19,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,29.63s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-12-20,1,1,0,2,2,0,77,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,17.87s,0%,2,00:01:17,00:00:00,0,0%,,,,,,,,,
2016-12-23,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,11.03s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-12-26,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,1.25s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-12-27,2,3,0,9,7,2,1001,0,0,0,0%,0,0,0,0%,9,8,0,0,0,0,0,0,9,8.95s,67%,3,00:05:34,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2016-12-28,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,1.03s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2016-12-29,1,1,0,10,10,0,679,0,0,0,0%,0,0,0,0%,10,7,0,0,0,0,0,0,10,2.54s,0%,10,00:11:19,00:00:00,0,0%,,,,,,,,,
2016-12-30,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,18.62s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-01,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,14.93s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-03,4,4,0,14,11,3,531,0,0,0,0%,0,0,0,0%,14,8,0,0,0,0,0,0,14,6.32s,75%,3.5,00:02:13,00:00:00,0,0%,,,,,,,,,
2017-01-04,5,5,0,11,6,3,787,0,0,0,0%,0,0,0,0%,11,8,0,0,0,0,0,0,11,4.86s,60%,2.2,00:02:37,00:00:00,0,0%,,,,,,,,,
2017-01-05,3,3,0,44,27,0,2568,0,0,0,0%,0,0,0,0%,44,17,0,0,0,0,0,0,44,7.01s,0%,14.7,00:14:16,00:00:00,0,0%,,,,,,,,,
2017-01-06,3,4,0,8,5,3,1488,0,0,0,0%,0,0,0,0%,8,7,0,0,0,0,0,0,6,5.31s,75%,2,00:06:12,00:00:00,0,0%,,,,,,,,,
2017-01-07,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,35.54s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-08,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,40.75s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-09,4,6,0,22,13,3,1534,0,0,0,0%,0,0,0,0%,22,10,0,0,0,0,0,0,22,3.3s,50%,3.7,00:04:16,00:00:25,7,50%,2,14,1,0,13,0,0,0,0%
2017-01-10,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,2.3s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-11,2,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,36.16s,100%,1,00:00:00,00:00:00,1,100%,2,2,2,0,1,0,0,0,0%
2017-01-12,3,3,0,4,2,2,43,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,8.85s,67%,1.3,00:00:14,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2017-01-13,1,1,0,15,15,0,718,0,0,0,0%,0,0,0,0%,15,9,0,0,0,0,0,0,15,5.12s,0%,15,00:11:58,00:00:00,0,0%,,,,,,,,,
2017-01-16,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,18.1s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-17,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,1.96s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-20,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,36.08s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-21,2,2,0,3,2,1,10,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,0.65s,50%,1.5,00:00:05,00:00:00,0,0%,,,,,,,,,
2017-01-22,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,12.97s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2017-01-23,1,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.02s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-24,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,7.26s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-25,4,4,0,4,1,4,0,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,14.06s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-26,4,4,0,5,2,3,44,0,0,0,0%,0,0,0,0%,5,4,0,0,0,0,0,0,5,22.34s,75%,1.3,00:00:11,00:00:44,2,0%,1,2,1,0,2,0,0,0,0%
2017-01-27,3,3,0,10,8,2,392,0,0,0,0%,0,0,0,0%,10,9,0,0,0,0,0,0,10,9.8s,67%,3.3,00:02:11,00:00:00,0,0%,,,,,,,,,
2017-01-28,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,11.38s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-29,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,2.99s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-01-30,2,2,0,8,7,1,1008,0,0,0,0%,0,0,0,0%,8,4,0,0,0,0,0,0,8,12.96s,50%,4,00:08:24,00:00:00,0,0%,,,,,,,,,
2017-01-31,4,4,0,4,1,4,0,0,0,0,0%,0,0,0,0%,4,4,0,0,0,0,0,0,4,2.42s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2017-02-01,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,21.81s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-02-02,3,3,0,25,16,1,1504,0,0,0,0%,0,0,0,0%,25,17,0,0,0,0,0,0,25,7.13s,33%,8.3,00:08:21,00:00:00,0,0%,,,,,,,,,
2017-02-04,3,4,0,11,7,2,297,0,0,0,0%,0,0,0,0%,11,9,0,0,0,0,0,0,11,6.27s,50%,2.8,00:01:14,00:00:00,0,0%,,,,,,,,,
2017-02-06,2,2,0,7,6,1,304,0,0,0,0%,0,0,0,0%,7,3,0,0,0,0,0,0,7,5.39s,50%,3.5,00:02:32,00:00:00,0,0%,,,,,,,,,
2017-02-07,1,1,0,6,6,0,310,0,0,0,0%,0,0,0,0%,6,5,0,0,0,0,0,0,6,9.08s,0%,6,00:05:10,00:00:00,0,0%,,,,,,,,,
2017-02-08,2,2,0,5,4,1,262,0,0,0,0%,0,0,0,0%,5,4,0,0,0,0,0,0,5,9.3s,50%,2.5,00:02:11,00:00:00,0,0%,,,,,,,,,
2017-02-10,2,2,0,9,8,1,145,0,0,0,0%,0,0,0,0%,9,4,0,0,0,0,0,0,9,5.85s,50%,4.5,00:01:13,00:00:00,0,0%,,,,,,,,,
2017-02-11,1,1,0,2,2,0,16,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.37s,0%,2,00:00:16,00:00:00,0,0%,,,,,,,,,
2017-02-13,4,4,0,5,2,3,56,0,0,0,0%,0,0,0,0%,5,5,0,0,0,0,0,0,5,2.63s,75%,1.3,00:00:14,00:00:00,0,0%,,,,,,,,,
2017-02-14,5,5,0,14,6,3,250,0,0,0,0%,0,0,0,0%,14,12,0,0,0,0,0,0,14,0.71s,60%,2.8,00:00:50,00:00:00,0,0%,,,,,,,,,
2017-02-15,3,3,0,10,8,2,312,0,0,0,0%,0,0,0,0%,10,9,0,0,0,0,0,0,10,10.02s,67%,3.3,00:01:44,00:00:00,0,0%,,,,,,,,,
2017-02-16,1,1,0,2,2,0,8,0,0,0,0%,0,0,0,0%,2,1,0,0,0,0,0,0,2,10.79s,0%,2,00:00:08,00:00:00,0,0%,,,,,,,,,
2017-02-17,5,5,0,13,9,4,884,0,0,0,0%,0,0,0,0%,13,10,0,0,0,0,0,0,13,9.03s,80%,2.6,00:02:57,00:14:44,9,0%,1,9,1,0,9,0,0,0,0%
2017-02-19,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,3.06s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-02-20,3,3,0,5,3,2,103,0,0,0,0%,0,0,0,0%,5,4,0,0,0,0,0,0,5,8.34s,67%,1.7,00:00:34,00:00:00,0,0%,,,,,,,,,
2017-02-21,6,10,0,48,28,4,6746,0,0,0,0%,0,0,0,0%,45,26,1,1,2,1,0,0,40,0.73s,40%,4.8,00:11:15,00:11:16,3.3,33%,3,10,2,0,6,0,0,0,0%
2017-02-22,5,5,0,8,4,4,202,0,0,0,0%,0,0,0,0%,8,7,0,0,0,0,0,0,8,13.01s,80%,1.6,00:00:40,00:03:22,4,0%,1,4,1,0,4,0,0,0,0%
2017-02-23,5,5,0,11,5,3,1420,0,0,0,0%,0,0,0,0%,11,10,0,0,0,0,0,0,11,6.24s,60%,2.2,00:04:44,00:00:00,1,100%,2,2,2,0,1,0,0,0,0%
2017-02-24,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,21.72s,100%,1,00:00:00,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2017-02-25,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,1.21s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-02-27,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,0.02s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-02-28,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,3.07s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-03-01,4,5,0,18,8,2,3099,0,0,0,0%,0,0,0,0%,18,11,0,0,0,0,0,0,18,7.71s,40%,3.6,00:10:20,00:00:00,0,0%,,,,,,,,,
2017-03-03,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,0.47s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-03-04,1,2,0,9,8,1,805,0,0,0,0%,0,0,0,0%,9,5,0,0,0,0,0,0,9,4.47s,50%,4.5,00:06:43,00:00:00,0,0%,,,,,,,,,
2017-03-05,4,4,0,5,2,3,66,0,0,0,0%,0,0,0,0%,5,5,0,0,0,0,0,0,5,7.62s,75%,1.3,00:00:17,00:00:00,0,0%,,,,,,,,,
2017-03-06,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,19.77s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-03-07,2,2,0,3,2,1,607,0,0,0,0%,0,0,0,0%,3,2,0,0,0,0,0,0,3,14.35s,50%,1.5,00:05:04,00:00:00,0,0%,,,,,,,,,
2017-03-08,7,7,0,21,15,6,1909,0,0,0,0%,0,0,0,0%,21,14,0,0,0,0,0,0,21,9.84s,86%,3,00:04:33,00:00:00,0,0%,,,,,,,,,
2017-03-09,4,4,0,8,4,2,471,0,0,0,0%,0,0,0,0%,8,7,0,0,0,0,0,0,7,15.62s,50%,2,00:01:58,00:00:00,0,0%,,,,,,,,,
2017-03-10,2,2,0,3,2,1,142,0,0,0,0%,0,0,0,0%,3,2,0,0,0,0,0,0,3,1.17s,50%,1.5,00:01:11,00:00:00,0,0%,,,,,,,,,
2017-03-12,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,47.84s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-03-13,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,7.91s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-03-14,2,2,0,5,4,1,247,0,0,0,0%,0,0,0,0%,5,4,0,0,0,0,0,0,5,1.32s,50%,2.5,00:02:04,00:00:00,0,0%,,,,,,,,,
2017-03-15,1,1,0,2,2,0,210,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,40.4s,0%,2,00:03:30,00:00:00,0,0%,,,,,,,,,
2017-03-16,5,5,0,12,5,3,248,0,0,0,0%,0,0,0,0%,12,10,0,0,0,0,0,0,12,6.05s,60%,2.4,00:00:50,00:00:00,0,0%,,,,,,,,,
2017-03-17,3,3,0,3,1,3,0,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,29.28s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-03-18,2,2,0,4,3,1,30,0,0,0,0%,0,0,0,0%,4,3,0,0,0,0,0,0,4,9.81s,50%,2,00:00:15,00:00:00,0,0%,,,,,,,,,
2017-03-19,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.33s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-03-20,2,3,0,13,9,1,1068,0,0,0,0%,0,0,0,0%,13,9,0,0,0,0,0,0,13,12.11s,33%,4.3,00:05:56,00:00:00,1,100%,1,1,1,0,1,0,0,0,0%
2017-03-21,4,4,0,8,5,3,123,0,0,0,0%,0,0,0,0%,8,5,0,0,0,0,0,0,8,4.45s,75%,2,00:00:31,00:00:00,0,0%,,,,,,,,,
2017-03-22,3,3,0,5,3,2,78,0,0,0,0%,0,0,0,0%,5,4,0,0,0,0,0,0,5,0.38s,67%,1.7,00:00:26,00:00:00,0,0%,,,,,,,,,
2017-03-23,5,5,0,9,4,3,275,0,0,0,0%,0,0,0,0%,9,8,0,0,0,0,0,0,9,1.97s,60%,1.8,00:00:55,00:00:00,0,0%,,,,,,,,,
2017-03-24,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,16.85s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-03-25,1,1,0,3,3,0,119,0,0,0,0%,0,0,0,0%,3,3,0,0,0,0,0,0,3,16.6s,0%,3,00:01:59,00:00:00,0,0%,,,,,,,,,
2017-03-26,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,21.05s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-03-27,5,5,0,10,4,3,163,0,0,0,0%,0,0,0,0%,9,9,0,0,1,1,0,0,8,12.21s,60%,2,00:00:33,00:00:00,0,0%,,,,,,,,,
2017-03-28,2,3,0,32,21,1,1198,0,0,0,0%,0,0,0,0%,31,22,1,1,0,0,0,0,26,21.66s,33%,10.7,00:06:39,00:09:59,15.5,0%,2,31,1,0,21,0,0,0,0%
2017-03-29,4,4,0,11,5,2,166,0,0,0,0%,0,0,0,0%,11,8,0,0,0,0,0,0,11,0.63s,50%,2.8,00:00:42,00:00:34,5,0%,1,5,1,0,5,0,0,0,0%
2017-03-30,4,5,0,13,9,4,1240,0,0,0,0%,0,0,0,0%,13,8,0,0,0,0,0,0,13,11.19s,80%,2.6,00:04:08,00:20:40,9,0%,1,9,1,0,9,0,0,0,0%
2017-03-31,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,0.34s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-04-01,1,1,0,2,2,0,77,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,20.53s,0%,2,00:01:17,00:00:00,0,0%,,,,,,,,,
2017-04-02,2,2,0,4,3,1,121,0,0,0,0%,0,0,0,0%,3,2,0,0,1,1,0,0,3,0.14s,50%,2,00:01:01,00:00:00,0,0%,,,,,,,,,
2017-04-03,2,2,0,10,9,1,624,0,0,0,0%,0,0,0,0%,10,8,0,0,0,0,0,0,10,6.69s,50%,5,00:05:12,00:00:00,0,0%,,,,,,,,,
2017-04-04,3,3,0,7,4,1,722,0,0,0,0%,0,0,0,0%,7,6,0,0,0,0,0,0,7,17.76s,33%,2.3,00:04:01,00:00:00,0,0%,,,,,,,,,
2017-04-05,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,0.32s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-04-06,1,1,0,1,1,1,0,0,0,0,0%,0,0,0,0%,1,1,0,0,0,0,0,0,1,0.21s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
2017-04-07,2,2,0,2,1,2,0,0,0,0,0%,0,0,0,0%,2,2,0,0,0,0,0,0,2,1.34s,100%,1,00:00:00,00:00:00,0,0%,,,,,,,,,
