Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
2016-02-20,160,173,0,439,39,125,12524,50,133,44,0,11,60%,2.7,00:01:31,0,0,0,0%,0,0,0,0%,0,0,0,0%,398,307,2,2,39,35,0,0,354,0.71s,72%,2.5,00:01:12
2016-02-21,179,204,0,602,65,134,28585,54,170,41,0,46,61%,3.1,00:03:52,0,0,0,0%,0,0,0,0%,0,0,0,0%,556,405,2,2,44,39,0,0,518,0.67s,66%,3,00:02:20
2016-02-22,316,344,0,1032,35,200,43764,90,268,74,0,35,66%,3,00:02:41,0,0,0,0%,0,0,0,0%,0,0,0,0%,937,723,2,2,93,91,0,0,845,0.55s,58%,3,00:02:07
2016-02-23,303,336,0,1124,73,187,54421,101,278,83,0,34,60%,2.8,00:03:08,0,0,0,0%,0,0,0,0%,0,0,0,0%,1028,774,1,1,95,91,0,0,952,0.52s,56%,3.3,00:02:42
2016-02-24,258,288,0,853,46,173,42597,95,268,74,0,20,56%,2.8,00:01:24,0,0,0,0%,0,0,0,0%,0,0,0,0%,789,620,2,2,62,59,0,0,757,0.86s,60%,3,00:02:28
2016-02-25,296,318,0,806,28,192,36241,80,183,65,0,18,63%,2.3,00:01:43,0,0,0,0%,0,0,0,0%,0,0,0,0%,736,578,3,3,67,63,0,0,692,0.63s,60%,2.5,00:01:54
2016-02-26,242,262,0,756,78,168,35203,79,274,70,0,78,66%,3.5,00:02:35,0,0,0,0%,0,0,0,0%,0,0,0,0%,685,510,1,1,70,64,0,0,636,0.7s,64%,2.9,00:02:14
2016-02-27,190,205,0,494,33,137,22214,52,121,44,0,22,67%,2.3,00:02:34,0,0,0,0%,0,0,0,0%,0,0,0,0%,447,336,0,0,47,44,0,0,426,0.6s,67%,2.4,00:01:48
2016-02-28,167,180,0,333,13,139,12506,49,106,44,0,11,71%,2.2,00:01:50,0,0,0,0%,0,0,0,0%,0,0,0,0%,308,261,0,0,25,19,0,0,278,0.62s,77%,1.9,00:01:09
2016-02-29,226,262,0,698,26,165,40504,88,278,64,0,26,60%,3.2,00:04:32,0,0,0,0%,0,0,0,0%,0,0,0,0%,636,482,1,1,61,56,0,0,546,0.52s,63%,2.7,00:02:35
