Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
2016-02-18,26,29,0,171,43,13,13847,6,71,6,0,43,17%,11.8,00:16:21,0,0,0,0%,0,0,0,0%,0,0,0,0%,158,113,4,4,9,9,0,0,142,0.47s,45%,5.9,00:07:57
2016-02-19,14,14,0,77,21,7,6992,5,43,5,0,21,20%,8.6,00:19:42,0,0,0,0%,0,0,0,0%,0,0,0,0%,75,65,0,0,2,2,0,0,68,0.34s,50%,5.5,00:08:19
2016-02-20,5,6,0,12,6,4,1511,,,,,,0%,0,00:00:00,0,0,0,0%,0,0,0,0%,,,,,9,9,0,0,3,3,0,0,8,3.07s,67%,2,00:04:12
2016-02-21,7,8,0,47,14,1,4852,2,8,2,0,5,0%,4,00:04:49,0,0,0,0%,0,0,0,0%,0,0,0,0%,37,26,0,0,10,10,0,0,27,0.89s,13%,5.9,00:10:07
2016-02-22,22,26,0,94,22,13,6227,9,40,9,0,11,44%,4.4,00:08:49,0,0,0,0%,0,0,0,0%,0,0,0,0%,84,72,0,0,10,10,0,0,74,1.19s,50%,3.6,00:04:00
2016-02-23,13,15,0,40,7,7,937,5,14,5,0,7,40%,2.8,00:00:29,0,0,0,0%,0,0,0,0%,0,0,0,0%,34,28,2,2,4,4,0,0,29,0.64s,47%,2.7,00:01:02
2016-02-24,12,16,0,69,25,10,3473,8,51,5,0,25,63%,6.4,00:06:33,0,0,0,0%,0,0,0,0%,0,0,0,0%,67,53,0,0,2,1,0,0,65,0.22s,63%,4.3,00:03:37
2016-02-25,26,29,0,81,12,10,7707,7,13,6,0,3,43%,1.9,00:02:55,0,0,0,0%,0,0,0,0%,0,0,0,0%,71,56,3,3,7,7,0,0,67,0.52s,34%,2.8,00:04:26
2016-02-26,31,39,0,116,14,15,13846,11,33,8,0,14,27%,3,00:05:12,0,0,0,0%,0,0,0,0%,0,0,0,0%,114,90,0,0,2,2,0,0,110,0.81s,38%,3,00:05:55
2016-02-27,14,21,0,67,12,10,8840,9,18,6,0,5,67%,2,00:03:13,0,0,0,0%,0,0,0,0%,0,0,0,0%,60,50,2,2,5,5,0,0,54,1.81s,48%,3.2,00:07:01
2016-02-28,20,32,0,122,16,12,19485,13,44,6,0,8,23%,3.4,00:08:39,0,0,0,0%,0,0,0,0%,0,0,0,0%,110,81,0,0,12,9,0,0,99,0.8s,38%,3.8,00:10:09
2016-02-29,56,79,0,334,22,29,41259,36,140,23,0,18,33%,3.9,00:09:33,0,0,0,0%,0,0,0,0%,0,0,0,0%,312,216,12,9,10,9,0,0,289,0.99s,37%,4.2,00:08:42
2016-03-01,69,135,0,509,27,52,68041,98,349,48,0,27,39%,3.6,00:08:23,0,0,0,0%,0,0,0,0%,0,0,0,0%,485,343,12,11,12,10,0,0,433,0.87s,39%,3.8,00:08:24
2016-03-02,74,141,0,320,15,79,46968,103,243,47,0,15,54%,2.4,00:06:08,0,0,0,0%,0,0,0,0%,0,0,0,0%,295,244,17,12,8,8,0,0,269,1.19s,56%,2.3,00:05:33
2016-03-03,29,39,0,95,20,28,10122,14,33,10,0,10,64%,2.4,00:06:08,0,0,0,0%,0,0,0,0%,0,0,0,0%,87,75,0,0,8,8,0,0,80,0.56s,72%,2.4,00:04:20
2016-03-04,17,23,0,59,15,17,1603,11,38,7,0,15,73%,3.5,00:01:53,0,0,0,0%,0,0,0,0%,0,0,0,0%,55,45,0,0,4,4,0,0,54,0.33s,74%,2.6,00:01:10
2016-03-05,10,13,0,22,5,9,1082,5,8,3,0,3,60%,1.6,00:03:09,0,0,0,0%,0,0,0,0%,0,0,0,0%,20,20,0,0,2,2,0,0,17,1.04s,69%,1.7,00:01:23
2016-03-06,21,27,0,75,24,17,6620,11,38,7,0,24,64%,3.5,00:04:56,0,0,0,0%,0,0,0,0%,0,0,0,0%,72,65,0,0,3,3,0,0,59,0.73s,63%,2.8,00:04:05
2016-03-07,25,26,0,44,7,20,2483,5,11,5,0,5,60%,2.2,00:00:36,0,0,0,0%,0,0,0,0%,0,0,0,0%,41,36,1,1,2,2,0,0,36,0.57s,77%,1.7,00:01:36
2016-03-08,18,24,0,68,17,16,5272,9,21,7,0,9,56%,2.3,00:01:53,0,0,0,0%,0,0,0,0%,0,0,0,0%,58,44,3,3,7,6,0,0,52,0.61s,67%,2.8,00:03:40
2016-03-09,21,23,0,38,7,17,2385,4,5,3,0,2,75%,1.3,00:00:04,0,0,0,0%,0,0,0,0%,0,0,0,0%,35,33,0,0,3,2,0,0,32,1.02s,74%,1.7,00:01:44
2016-03-10,11,16,0,85,25,6,16646,9,61,5,0,25,22%,6.8,00:26:56,0,0,0,0%,0,0,0,0%,0,0,0,0%,75,51,0,0,10,8,0,0,66,0.32s,38%,5.3,00:17:20
2016-03-11,25,29,0,67,10,17,3494,7,15,4,0,4,43%,2.1,00:04:02,0,0,0,0%,0,0,0,0%,0,0,0,0%,64,54,0,0,3,3,0,0,53,0.68s,59%,2.3,00:02:00
2016-03-12,11,12,0,33,10,8,1851,2,10,2,0,7,0%,5,00:13:53,0,0,0,0%,0,0,0,0%,0,0,0,0%,28,25,0,0,5,4,0,0,19,0.66s,67%,2.8,00:02:34
2016-03-13,14,15,0,38,14,10,2806,3,11,2,0,5,0%,3.7,00:12:24,0,0,0,0%,0,0,0,0%,0,0,0,0%,33,27,0,0,5,4,0,0,23,0.86s,67%,2.5,00:03:07
2016-03-14,23,26,0,43,7,20,4617,5,12,4,0,7,60%,2.4,00:09:00,0,0,0,0%,0,0,0,0%,0,0,0,0%,42,37,0,0,1,1,0,0,39,0.79s,77%,1.7,00:02:58
2016-03-15,29,35,0,199,86,18,10250,9,121,6,0,86,22%,13.4,00:10:35,0,0,0,0%,0,0,0,0%,0,0,0,0%,168,122,10,10,21,19,0,0,159,0.74s,51%,5.7,00:04:53
2016-03-16,22,30,0,140,44,16,9415,14,115,8,0,44,43%,8.2,00:09:27,0,0,0,0%,0,0,0,0%,0,0,0,0%,134,121,2,2,4,4,0,0,130,0.61s,53%,4.7,00:05:14
2016-03-17,28,37,0,69,7,23,2320,11,19,9,0,6,73%,1.7,00:01:10,0,0,0,0%,0,0,0,0%,0,0,0,0%,63,54,0,0,6,6,0,0,54,0.81s,62%,1.9,00:01:03
2016-03-18,22,22,0,42,17,19,1068,3,19,3,0,17,67%,6.3,00:03:29,0,0,0,0%,0,0,0,0%,0,0,0,0%,39,29,0,0,3,3,0,0,36,1.04s,86%,1.9,00:00:49
2016-03-19,11,16,0,38,12,9,3996,9,25,5,0,12,56%,2.8,00:04:05,0,0,0,0%,0,0,0,0%,0,0,0,0%,33,27,4,4,1,1,0,0,30,0.51s,56%,2.4,00:04:10
2016-03-20,13,17,0,38,12,11,690,7,16,5,0,5,43%,2.3,00:01:02,0,0,0,0%,0,0,0,0%,0,0,0,0%,37,32,0,0,1,1,0,0,35,0.48s,65%,2.2,00:00:41
2016-03-21,15,20,0,34,9,15,1179,6,8,3,0,2,67%,1.3,00:01:20,0,0,0,0%,0,0,0,0%,0,0,0,0%,33,29,0,0,1,1,0,0,30,0.6s,75%,1.7,00:00:59
2016-03-22,26,29,0,38,4,25,445,6,6,4,0,1,100%,1,00:00:00,0,0,0,0%,0,0,0,0%,0,0,0,0%,35,34,0,0,3,3,0,0,31,1.41s,86%,1.3,00:00:15
2016-03-23,24,26,0,49,8,21,1764,5,16,4,0,8,60%,3.2,00:04:59,0,0,0,0%,0,0,0,0%,0,0,0,0%,42,39,0,0,7,7,0,0,40,1.17s,81%,1.9,00:01:08
2016-03-24,19,21,0,73,19,11,5235,4,10,4,0,5,25%,2.5,00:00:57,0,0,0,0%,0,0,0,0%,0,0,0,0%,66,50,0,0,7,6,0,0,65,0.64s,52%,3.5,00:04:09
2016-03-25,8,8,0,19,7,5,759,3,8,3,0,5,33%,2.7,00:03:08,0,0,0,0%,0,0,0,0%,0,0,0,0%,19,13,0,0,0,0,0,0,18,0.62s,63%,2.4,00:01:35
2016-03-26,10,10,0,23,5,4,1368,,,,,,0%,0,00:00:00,0,0,0,0%,0,0,0,0%,,,,,22,19,1,1,0,0,0,0,20,0.5s,40%,2.3,00:02:17
2016-03-27,12,13,0,37,9,6,2743,1,3,1,0,3,0%,3,00:01:08,0,0,0,0%,0,0,0,0%,0,0,0,0%,33,30,0,0,4,4,0,0,31,1.6s,46%,2.8,00:03:31
2016-03-28,12,14,0,23,5,10,224,4,6,3,0,3,75%,1.5,00:00:22,0,0,0,0%,0,0,0,0%,0,0,0,0%,23,19,0,0,0,0,0,0,21,1.26s,71%,1.6,00:00:16
