Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
2016-03-06,286,330,0,804,49,202,47327,105,275,90,0,20,57%,2.6,00:03:23,0,0,0,0%,0,0,0,0%,0,0,0,0%,758,594,8,8,37,28,1,1,700,0.41s,61%,2.4,00:02:23
2016-03-07,474,552,0,1240,24,365,96162,159,355,117,0,20,64%,2.2,00:02:47,0,0,0,0%,0,0,0,0%,0,0,0,0%,1146,907,19,19,71,63,4,4,1010,0.61s,66%,2.2,00:02:54
2016-03-08,491,578,0,1268,34,394,77517,175,386,128,0,22,67%,2.2,00:02:42,0,0,0,0%,0,0,0,0%,0,0,0,0%,1205,971,12,12,47,43,4,3,1091,0.46s,68%,2.2,00:02:14
2016-03-09,463,542,0,1295,40,345,87793,173,361,131,0,13,65%,2.1,00:02:48,0,0,0,0%,0,0,0,0%,0,0,0,0%,1202,969,23,14,69,62,1,1,1102,0.4s,64%,2.4,00:02:42
2016-03-10,445,515,0,1345,42,320,110164,151,355,122,0,23,68%,2.4,00:03:05,0,0,0,0%,0,0,0,0%,0,0,0,0%,1251,975,10,10,82,76,2,2,1131,0.48s,62%,2.6,00:03:34
2016-03-11,426,512,0,1626,161,307,135175,166,752,117,0,161,54%,4.5,00:07:21,0,0,0,0%,0,0,0,0%,0,0,0,0%,1541,1028,13,13,68,62,4,3,1441,0.51s,60%,3.2,00:04:24
2016-03-12,279,309,0,742,27,200,48706,84,188,70,0,23,69%,2.2,00:02:11,0,0,0,0%,0,0,0,0%,0,0,0,0%,694,550,9,8,34,31,5,4,662,0.34s,65%,2.4,00:02:38
2016-03-13,293,345,0,808,25,221,47713,101,244,69,0,24,64%,2.4,00:02:09,0,0,0,0%,0,0,0,0%,0,0,0,0%,775,629,5,5,28,26,0,0,703,0.46s,64%,2.3,00:02:18
2016-03-14,461,541,0,1469,92,333,135721,165,501,115,0,92,65%,3,00:04:06,0,0,0,0%,0,0,0,0%,0,0,0,0%,1394,1087,19,15,55,50,1,1,1295,0.5s,62%,2.7,00:04:11
2016-03-15,475,549,0,1287,33,355,94514,165,389,126,0,27,67%,2.4,00:03:26,0,0,0,0%,0,0,0,0%,0,0,0,0%,1190,961,16,14,76,69,5,5,1111,0.58s,65%,2.3,00:02:52
2016-03-16,544,617,0,1566,49,396,124366,163,499,117,0,49,58%,3.1,00:05:36,0,0,0,0%,0,0,0,0%,0,0,0,0%,1448,1140,28,25,77,71,13,9,1298,0.64s,64%,2.5,00:03:22
2016-03-17,512,571,0,1259,29,378,89170,154,354,118,0,17,64%,2.3,00:03:40,0,0,0,0%,0,0,0,0%,0,0,0,0%,1171,985,14,13,70,67,4,2,1063,0.5s,66%,2.2,00:02:36
2016-03-18,437,507,0,1231,43,332,75721,143,393,108,0,43,66%,2.7,00:03:25,0,0,0,0%,0,0,0,0%,0,0,0,0%,1127,896,17,13,87,79,0,0,1029,0.53s,65%,2.4,00:02:29
2016-03-19,277,326,0,774,94,219,61064,104,313,76,0,94,64%,3,00:04:42,0,0,0,0%,0,0,0,0%,0,0,0,0%,731,568,15,13,26,25,2,2,680,0.49s,67%,2.4,00:03:07
2016-03-20,296,341,0,752,21,229,46391,99,215,68,0,11,71%,2.2,00:02:25,0,0,0,0%,0,0,0,0%,0,0,0,0%,706,575,6,6,36,34,4,4,659,0.33s,67%,2.2,00:02:16
2016-03-21,440,500,0,1258,32,312,86817,134,392,101,0,32,63%,2.9,00:05:22,0,0,0,0%,0,0,0,0%,0,0,0,0%,1169,934,24,22,63,55,2,2,1054,0.53s,62%,2.5,00:02:54
2016-03-22,459,532,0,1250,32,359,94814,160,387,118,0,32,65%,2.4,00:04:02,0,0,0,0%,0,0,0,0%,0,0,0,0%,1184,970,15,15,41,36,10,8,1109,0.53s,67%,2.3,00:02:58
2016-03-23,464,552,0,1184,29,368,82497,171,396,129,0,29,58%,2.3,00:03:53,0,0,0,0%,0,0,0,0%,0,0,0,0%,1109,885,7,7,63,62,5,5,1035,0.57s,67%,2.1,00:02:29
2016-03-24,399,456,0,1163,78,302,73633,144,459,107,0,78,63%,3.2,00:03:48,0,0,0,0%,0,0,0,0%,0,0,0,0%,1116,825,5,4,38,33,4,3,1043,0.36s,66%,2.6,00:02:41
2016-03-25,383,422,0,1093,35,274,79461,115,372,94,0,35,63%,3.2,00:05:50,0,0,0,0%,0,0,0,0%,0,0,0,0%,1035,801,15,15,36,30,7,4,956,0.35s,65%,2.6,00:03:08
2016-03-26,248,296,0,824,149,202,60166,93,382,62,0,149,68%,4.1,00:05:23,0,0,0,0%,0,0,0,0%,0,0,0,0%,787,563,6,4,31,29,0,0,739,0.33s,68%,2.8,00:03:23
2016-03-27,259,304,0,746,31,199,41491,87,227,65,0,31,62%,2.6,00:02:30,0,0,0,0%,0,0,0,0%,0,0,0,0%,708,563,3,2,33,30,2,2,649,0.5s,65%,2.5,00:02:16
